job_title,company,location,experience,salary,posted_time,applicants,job_description,key_skills,job_url,location_clean,experience_min,experience_level,salary_lpa_min,skill_list,is_data_role,SQL,Python,Excel,Power BI,Tableau,Machine Learning,Statistics,AWS,Azure,Data visualization,Data Analysis,core_tools_score,bi_tools_score,advanced_score,cloud_score
Decision / Data Analyst,Reliance Retail,Bangalore/Bengaluru,1 - 5 years,5-8 Lacs P.A.,5 days ago,100+,"Decision / Data Analyst Navi Mumbai, Bengaluru Role & responsibilities 1. Problem Solving & Insights - Translate ambiguous business problems into structured analytical approaches. - Conduct exploratory analysis, driver analyses, funnel analyses, segmentation, forecasting, and hypothesis testing. - Build clear, actionable insights that drive revenue, reduce cost, or improve customer and operational KPIs. 2. Model Development & Decision Frameworks - Build predictive, prescriptive and causal models (e.g., churn, CLTV, attribution, price elasticity, anomaly detection, uplift modelling). - Develop measurement frameworks, scorecards, and reusable decision-support tools for divisions. 3. Reusable Asset & Framework Creation - Build modular, scalable assets that can be adopted by multiple divisions with minimal customization. - Standardize logic, definitions, taxonomies and measurement approaches within the expertise area. 4. Deployment & Adoption - Work with divisional analytics teams (hub & spoke model) to ensure adoption of frameworks, insights and models. - Support one division deeply while enabling self-serve adoption for others, as per CoE operating model. - Partner with Product, Tech, Category, Supply Chain, Marketing and Finance teams to understand pain points and define analytics-driven interventions. - Work closely with Data Engineering teams on data readiness and pipeline requirements. 6. Innovation & Experiments - Apply advanced ML/AI methods such as embeddings, causal inference, MMM, recommendation insights, anomaly detection, driver trees. - Support controlled experiments (A/B testing) and design best practice experiment frameworks. Preferred candidate profile Strong SQL, Python/R, and statistical modelling skills. Expertise relevant to the specific track (e.g., Customer Intelligence, Marketing Sciences, Pricing, Product Analytics, etc.).","advanced analytics, ai techniques, alteryx developer, machine learning, phyth, power bi, power bi developer, sql, statistical modeling, tableau",https://www.naukri.com/job-listings-decision-data-analyst-reliance-retail-navi-mumbai-bengaluru-1-to-5-years-290126031809,Bengaluru,1.0,Entry,5.0,"['alteryx developer', 'advanced analytics', 'tableau', 'phyth', 'statistical modeling', 'machine learning', 'power bi', 'ai techniques', 'sql', 'power bi developer']",1,1,0,0,1,1,1,0,0,0,0,0,1,2,1,0
Data Analyst,Barclays,Mumbai,0 - 8 years,3-7 Lacs P.A.,1 week ago,100+,"Banking Domain Knowledge preferably collection and recovery lending. Writing Complex SQL Scripting, and strong Data Profiling. Create source to target mapping and support Data Engineers in developing code. Working knowledge on Warehousing projects. Teradata / Oracle / Bigdata / Cloud Concepts. Working knowledge on Data Modelling Tool. Below given additional relevant skills are highly valued: Knowledge on AWS, Python/PySpark. JIRA and Agile way of working. Knowledge on Snowflake and Databricks. You may be assessed on key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen, strategic thinking and digital and technology, as well as job-specific technical skills. This role is based out of Bengaluru. To enable data-driven strategic and operational decision making through extracting actionable insights from large datasets, performing statistical and advanced analytics to uncover trends and patterns, and presenting findings through clear visualisations and reports. Investigation and analysis of data issues related to quality, lineage, controls, and authoritative source identification, documenting data sources, methodologies, and quality findings with recommendations for improvement. Designing and building data pipelines to automate data movement and processing. Apply advanced analytical techniques to large datasets to uncover trends and correlations, develop validated logical data models, and translate insights into actionable business recommendations that drive operational and process improvements, leveraging machine learning/AI. Through data-driven analysis, translate analytical findings into actionable business recommendations, identifying opportunities for operational and process improvements. Design and create interactive dashboards and visual reports using applicable tools and automate reporting processes for regular and ad-hoc stakeholder needs. Analyst Expectations To perform prescribed activities in a timely manner and to a high standard consistently driving continuous improvement. Thorough understanding of the underlying principles and concepts within the area of expertise They lead and supervise a team, guiding and supporting professional development, allocating work requirements and coordinating team resources. If the position has leadership responsibilities, People Leaders are expected to demonstrate a clear set of leadership behaviours to create an environment for colleagues to thrive and deliver to a consistently excellent standard. The four LEAD behaviours are: L Listen and be authentic, E Energise and inspire, A Align across the enterprise, D Develop others. OR for an individual contributor, they develop technical expertise in work area, acting as an advisor where appropriate. Will have an impact on the work of related teams within the area. Partner with other functions and business areas. Takes responsibility for end results of a team s operational processing and activities. Escalate breaches of policies / procedure appropriately. Take responsibility for embedding new policies/ procedures adopted due to risk mitigation. Advise and influence decision making within own area of expertise. Take ownership for managing risk and strengthening controls in relation to the work you own or contribute to. Deliver your work and areas of responsibility in line with relevant rules, regulation and codes of conduct. Maintain and continually build an understanding of how own sub-function integrates with function, alongside knowledge of the organisations products, services and processes within the function. Demonstrate understanding of how areas coordinate and contribute to the achievement of the objectives of the organisation sub-function. Make evaluative judgements based on the analysis of factual information, paying attention to detail. Guide and persuade team members and communicate complex / sensitive information. Act as contact point for stakeholders outside of the immediate function, while building a network of contacts outside team and external to the organisation. All colleagues will be expected to demonstrate the Barclays Values of Respect, Integrity, Service, Excellence and Stewardship our moral compass, helping us do what we believe is right. They will also be expected to demonstrate the Barclays Mindset to Empower, Challenge and Drive the operating manual for how we behave.","ai, banking, data analysis, data engineering, data pipelines, databricks, domain knowledge, machine learning, oracle, pyspark, python, risk mitigation, snowflake, sql, teradata",https://www.naukri.com/job-listings-data-analyst-barclays-shared-services-bengaluru-0-to-8-years-210126501230,Mumbai,0.0,Entry,3.0,"['risk mitigation', 'snowflake', 'databricks', 'data engineering', 'teradata', 'oracle', 'machine learning', 'data analysis', 'pyspark', 'sql', 'data pipelines', 'banking', 'domain knowledge', 'ai', 'python']",1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0
Data Analyst,Barclaycard Payments,"Noida, Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",3 - 5 years,12-16 Lacs P.A.,6 days ago,100+,"Barclaycard Payments Join us as a Data Analyst at Barclays where you'll spearhead the evolution of our warehouse landscape for all Analytics work, driving innovation and excellence. You may be assessed on the key critical skills relevant for success in role. Banking Domain Knowledge preferably collection and recovery lending. Writing Complex SQL Scripting, and strong Data Profiling. Create source to target mapping and support Data Engineers in developing code. Working knowledge on Warehousing projects. Teradata / Oracle / Bigdata / Cloud Concepts. Working knowledge on Data Modelling Tool. Below Given Additional Relevant Skills Are Highly Valued. Knowledge on AWS, Python/PySpark. JIRA and Agile way of working. Knowledge on Snowflake and Databricks. You may be assessed on key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen, strategic thinking and digital and technology, as well as job-specific technical skills. This role is based out of Bengaluru. Purpose of the role. To enable data-driven strategic and operational decision making through extracting actionable insights from large datasets, performing statistical and advanced analytics to uncover trends and patterns, and presenting findings through clear visualisations and reports. Investigation and analysis of data issues related to quality, lineage, controls, and authoritative source identification, documenting data sources, methodologies, and quality findings with recommendations for improvement. Designing and building data pipelines to automate data movement and processing. Apply advanced analytical techniques to large datasets to uncover trends and correlations, develop validated logical data models, and translate insights into actionable business recommendations that drive operational and process improvements, leveraging machine learning/AI. Through data-driven analysis, translate analytical findings into actionable business recommendations, identifying opportunities for operational and process improvements. Design and create interactive dashboards and visual reports using applicable tools and automate reporting processes for regular and ad-hoc stakeholder needs. Analyst Expectations. To perform prescribed activities in a timely manner and to a high standard consistently driving continuous improvement. Thorough understanding of the underlying principles and concepts within the area of expertise. They lead and supervise a team, guiding and supporting professional development, allocating work requirements and coordinating team resources. If the position has leadership responsibilities, People Leaders are expected to demonstrate a clear set of leadership behaviours to create an environment for colleagues to thrive and deliver to a consistently excellent standard. The four LEAD behaviours are: L Listen and be authentic, E Energise and inspire, A Align across the enterprise, D Develop others. OR for an individual contributor, they develop technical expertise in work area, acting as an advisor where appropriate. Will have an impact on the work of related teams within the area. Partner with other functions and business areas. Takes responsibility for end results of a teams operational processing and activities. Escalate breaches of policies / procedure appropriately. Take responsibility for embedding new policies/ procedures adopted due to risk mitigation. Advise and influence decision making within own area of expertise. Take ownership for managing risk and strengthening controls in relation to the work you own or contribute to. Deliver your work and areas of responsibility in line with relevant rules, regulation and codes of conduct. Maintain and continually build an understanding of how own sub-function integrates with function, alongside knowledge of the organisations products, services and processes within the function. Demonstrate understanding of how areas coordinate and contribute to the achievement of the objectives of the organisation sub-function. Make evaluative judgements based on the analysis of factual information, paying attention to detail. Guide and persuade team members and communicate complex / sensitive information. Act as contact point for stakeholders outside of the immediate function, while building a network of contacts outside team and external to the organisation. All colleagues will be expected to demonstrate the Barclays Values of Respect, Integrity, Service, Excellence and Stewardship our moral compass, helping us do what we believe is right. They will also be expected to demonstrate the Barclays Mindset to Empower, Challenge and Drive the operating manual for how we behave. UnstructuredText, LongMonolithicParagraph","advanced analytics, dashboards, data analysis, data bricks, data engineering, data modeling, data pipeline, lending, machine learning, oracle, pyspark, python, recovery, snowflake, sql scripting",https://www.naukri.com/job-listings-data-analyst-barclaycard-payments-bengaluru-3-to-5-years-280126506014,Bengaluru,3.0,Mid,12.0,"['recovery', 'lending', 'snowflake', 'data engineering', 'data bricks', 'data pipeline', 'dashboards', 'data modeling', 'oracle', 'machine learning', 'data analysis', 'pyspark', 'sql scripting', 'advanced analytics', 'python']",1,1,1,0,0,0,1,0,0,0,1,1,2,0,1,0
Data Analyst,Chevron India,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1 - 3 years,9-14 Lacs P.A.,6 days ago,100+,"Analyze data to extract meaningful insights, trends, and patterns that can support decision-making across the organization. Develop and maintain dashboards and visualizations using Power BI, Spotfire, and Tableau to present data insights in an easy-to-understand format for stakeholders. Work with Azure Synapse Analytics, Azure Data Lake, and Azure SQL Database to store, transform, and retrieve data efficiently. Assist in data preparation, cleaning, and integration activities for analysis, ensuring high data quality. Collaborate with data engineers, business stakeholders, and IT teams to understand data requirements and contribute to the delivery of data-driven solutions. Leverage Power Platform tools to automate tasks, create workflows, and enhance data analysis processes. Provide support for ongoing analysis and maintain documentation for data processes, reports, and dashboards. Required Qualifications. Proficiency in Microsoft Azure services, including Azure Synapse Analytics, Azure Data Lake, and Azure SQL Database. Strong skills in data manipulation and transformation using SQL. Familiarity with the Microsoft Power Platform, including Power Apps, Power Automate, and Power BI. Proficiency in data visualization tools such as Power BI, Spotfire, Tableau. Data modeling techniques, data fluency and governance. Proficiency in Oil & gas workflows and data types. Problem Solving: Strong analytical and problem-solving skills, with attention to detail. Team Collaboration: Ability to work effectively as part of a team, sharing knowledge, and supporting other team members. Excellent communication and collaboration skills with demonstrated ability to build trusted working relationships with remote peers and stakeholders (internal & external parties) across global teams and time zones. Strong knowledge of Microsoft Azure Services & Power Platform, including Azure Synapse Analytics, Azure Data Lake, and Azure SQL Database. Strong analytical and problem-solving skills with attention to detail and accuracy. Fundamental knowledge of Information Risk Management (IRM). Preferred Qualifications. Microsoft Power BI Data Analyst certification (PL-300). Ability to discover and prepare datasets into clean, understandable, usable, datasets for data analysis. Scripting Languages: Basic understanding of scripting languages such as Python or R for data analysis. Chevron ENGINE supports global operations, supporting business requirements across the world. Accordingly, the work hours for employees will be aligned to support business requirements. The standard work week will be Monday to Friday. Working hours are 8:00am to 5:00pm or 1. UnstructuredText, LongMonolithicParagraph","azure data lake, data analysis, data integration tools, data manipulation, data processing, data visualization, microsoft azure services, oil, power bi, power platform, spotfire, sql, sql azure, tableau, transformation",https://www.naukri.com/job-listings-data-analyst-chevron-bengaluru-1-to-3-years-280126503486,Hyderabad,1.0,Entry,9.0,"['data integration tools', 'power bi', 'tableau', 'azure data lake', 'sql azure', 'data analysis', 'microsoft azure services', 'data processing', 'power platform', 'transformation', 'spotfire', 'oil', 'sql', 'data manipulation', 'data visualization']",1,1,0,0,1,1,0,0,0,1,1,1,1,2,0,1
Sustainability Data Analyst,Herman Miller,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2 - 4 years,9-14 Lacs P.A.,6 days ago,100+,"Sustainability Data Analyst Conducts activities that progress the objectives of the Sustainability and Stewardship department forward. Responsible for collecting, analyzing, developing, and maintaining information to support the Sustainability and Stewardship tools and objectives. Serves as a liaison between sustainability, product stewardship, product development, and product management, and external supply chain to administer activities related to corporate sustainability and compliance programs. Assignments focus on effectively assessing sustainability metrics to improve the environmental impact of the MIllerKnoll organization. Creates workflows and documents standard work processes related to product sustainability metrics and Compliance Map, ensuring accuracy and effectiveness. Functions as a power user of sustainability and stewardship databases (e.g., Compliance Map, Ecomedes, Radix Tree), maintaining data integrity across platforms. Learns and navigates enterprise systems such as ERP and PLM to extract and manage relevant product and material data. Supports onboarding of suppliers and internal MillerKnoll users to sustainability platforms (e.g., CMAP), providing guidance on data navigation and uploads. Conducts final analysis of sustainability data to identify compliance risks related to regulations, standards, and certifications. Prepares detailed research and analysis to support strategic sustainability initiatives, including reporting on metrics such as single-use plastics and carbon emissions reductions. Tracks invoices, monitors payment status, and maintains organized records to support budget planning and financial tracking. Supports Product Stewardship functions related to reporting and paying taxes for programs such as WEEE and bedding/upholstery recycling. Coordinates and assists with special projects, contributing to cross-functional collaboration and continuous improvement efforts. Communicates professionally with internal and external stakeholders to support departmental goals and sustainability data initiatives. Additional Essential Functions Performs additional responsibilities as requested to achieve business objectives. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Licenses and Certifications Skills and Abilities Excellent communication, interpersonal, and organizational skills, with the ability to convey technical information to audiences with varying levels of expertise. Strong technical aptitude and attention to detail; capable of managing complex datasets across multiple platforms and documenting workflows effectively. Proven ability to work independently, follow documented processes, and perform with minimal supervision while maintaining confidentiality and professionalism. Demonstrated analytical skills, including the ability to identify trends, interpret data, and write or review formal technical reports. Effective time management, multitasking, and process execution skills in a dynamic, evolving work environment. Proficient in office automation and communication tools used in the MillerKnoll environment. Customer service focused, adaptable to change, and committed to continuous improvement. Must be able to perform all essential functions of the position with or without accommodations.","analytical skills, continuous improvement, customer service, data analysis, data analytics analyst, environmental science, erp, office automation, plm, product management, supply chain, talent acquisition",https://www.naukri.com/job-listings-sustainability-data-analyst-herman-miller-furniture-india-private-limited-bengaluru-2-to-4-years-280126504716,Hyderabad,2.0,Entry,9.0,"['product management', 'erp', 'office automation', 'plm', 'supply chain', 'data analytics analyst', 'data analysis', 'customer service', 'talent acquisition', 'environmental science', 'analytical skills', 'continuous improvement']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,Chidhagni Consulting,Bangalore/Bengaluru,1 - 4 years,13-18 Lacs P.A.,2 weeks ago,100+,"Chidhagni Consulting Analyze complex data sets to identify trends and patterns, providing insights to stakeholders. Develop and maintain databases, spreadsheets, and reports to track key performance indicators. Collaborate with cross-functional teams to design and implement data-driven solutions. Communicate findings and recommendations to senior management through clear and concise reports. Identify areas for process improvement and implement changes to increase efficiency. Stay up-to-date with industry trends and emerging technologies to continuously improve skills. Strong understanding of data analysis principles, including statistical modeling and machine learning. Excellent communication and interpersonal skills, with the ability to work effectively with stakeholders. Strong problem-solving skills, with the ability to analyze complex data sets and identify key insights. Ability to work in a fast-paced environment, prioritizing multiple tasks and meeting deadlines. Strong attention to detail, with a focus on accuracy and quality in all work. Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users. We encourage job seekers to verify all details directly with the employer via their official channels before applying.","communication and interpersonal skills, data analysis, data analytics analyst, data visualization, design, emerging technologies, machine learning, microsoft office, process improvement, statistical modeling, visualization tools",https://www.naukri.com/job-listings-data-analyst-chidhagni-consulting-bengaluru-1-to-4-years-200126507797,Bengaluru,1.0,Entry,13.0,"['communication and interpersonal skills', 'statistical modeling', 'visualization tools', 'machine learning', 'emerging technologies', 'data analysis', 'data analytics analyst', 'process improvement', 'design', 'microsoft office', 'data visualization']",1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Data Analyst,BNP Paribas,Bangalore/Bengaluru,7 - 12 years,28-36 Lacs P.A.,4 days ago,100+,"This role is intended to provide data analysis and setup the automated reporting, controls and monitoring for the regulatory reporting team or assimilate (Compliance, top management, IG, Business) on an ad hoc and a regular basis using a variety of analytical tools and SQL. The ODIN Team is part of ITO GM IT, which looks to satisfy the requirements related to regulatory reporting control & monitoring asked by end users represented by OPS Regulatory Reporting or/and C.M.I on four pillars : Data Analysis : Perform and document analysis, review and study on specified regulatory topics. Understand business change and requirement needs, assess the impact and the cost. Data visualization : Data visualization analysts deliver data in useful and appealing ways to users Data Mining: The extraction of patterns and knowledge from large amounts of data from the database ODIN in order to answer to questions, investigations or controls needs. Data Science : use of to from available in Relational database to automate process & controls. Direct Responsibilities Set up automated controls - Put in place controls based on user requirements/needs Specialized area of expertise required (one or more area) - Regulatory topics e.g.: MIFID, Transaction Reporting etc. Analysis/Problem solving Very good with analytical and problem solving skills, should be able to proactively find out the issues and suggest/implement the solutions. Contributing Responsibilities Prioritization of the tasks and keeping good balance of technical and functional knowledge. Contributing to the team to work in agile framework. Work closely with developers and help them to understand concepts to achieve the target Suggest optimized solutions and work towards implementation of them. Technical & Behavioral Competencies Good understanding on Relational databases and should be able to use SQL. Data mining and analysis. Basic understanding on ETL process. Curiosity and analysis skills and willingness to learn. Good Communication skills. Quality-focused with a good eye for detail. Capacity to work in a high-pressure environment. Must be able to work closely with distributed teams. Whilst able to work independently, should be a true team player. Creativity and Problem solving attitude. Specific Qualifications Bachelor/Master's Degree in engineering in computer science or/and financial markets Good functional knowledge on financial products and on Regulatory topics (EMIR, MIFID, CFTC) Knowledge of visualization tools like Microsoft Power BI or Oracle Apex Write clear technical and functional specification. Knowledge of Python and Elastic Search. Autonomous, rigorous, collaborative mindset, good management of stress. Behavioural Skills : Ability to collaborate / Teamwork Organizational skills Creativity & Innovation / Problem solving Ability to anticipate business / strategic evolution Ability to manage / facilitate a meeting, seminar, committee, training Ability to understand, explain and support change Ability to develop and adapt a process Bachelor Degree or equivalent Diploma or Masters in Capital Market and finance.","agile, ai, compliance, data analysis, data mining, data science, data visualization, finance, financial products, machine learning, power bi, regulatory reporting, sql, visualization tools",https://www.naukri.com/job-listings-data-analyst-bnp-paribas-india-solutions-pvt-ltd-bengaluru-7-to-12-years-300126919333,Bengaluru,7.0,Senior,28.0,"['financial products', 'finance', 'regulatory reporting', 'agile', 'visualization tools', 'compliance', 'data analysis', 'machine learning', 'data visualization', 'data science', 'power bi', 'sql', 'ai', 'data mining']",1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0
Data Analyst L3,Wipro,Bangalore/Bengaluru,3 - 5 years,5-10 Lacs P.A.,1 week ago,100+,"The purpose of this role is to interpret data and turn into information (reports, dashboards, interactive visualizations etc) which can offer ways to improve a business, thus affecting business decisions. 1. Managing the technical scope of the project in line with the requirements at all stages a. Gather information from various sources (data warehouses, database, data integration and modelling) and interpret patterns and trends b. Develop record management process and policies c. Build and maintain relationships at all levels within the client base and understand their requirements. e. Identify areas to increase efficiency and automation of processes f. Set up and maintain automated data processes g. Identify, evaluate and implement external services and tools to support data validation and cleansing. h. Produce and track key performance indicators 2. Analyze the data sets and provide adequate information a. Liaise with internal and external clients to fully understand data content b. Design and carry out surveys and analyze survey data as per the customer requirement c. Analyze and interpret complex data sets relating to customer¢??s business and prepare reports for internal and external audiences using business analytics reporting tools d. Create data dashboards, graphs and visualization to showcase business performance and also provide sector and competitor benchmarking e. Mine and analyze large datasets, draw valid inferences and present them successfully to management using a reporting tool","automation, aws data engineer, bigquery, business analytics, data analysis, data governance consultant, data integration, data validation, design, google bigquery, reporting tools, sales",https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-210126935982,Bengaluru,3.0,Mid,5.0,"['business analytics', 'data validation', 'data integration', 'automation', 'data analysis', 'google bigquery', 'sales', 'data governance consultant', 'bigquery', 'reporting tools', 'aws data engineer', 'design']",1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Sustainability Data Analyst,Millerknoll,"Mumbai, Pune, Ahmedabad, Bangalore/Bengaluru, Mumbai (All Areas)",2 - 7 years,9-12 Lacs P.A.,6 days ago,50+,"Sustainability Data Analyst Conducts activities that progress the objectives of the Sustainability and Stewardship department forward. Responsible for collecting, analyzing, developing, and maintaining information to support the Sustainability and Stewardship tools and objectives. Serves as a liaison between sustainability, product stewardship, product development, and product management, and external supply chain to administer activities related to corporate sustainability and compliance programs. Assignments focus on effectively assessing sustainability metrics to improve the environmental impact of the MIllerKnoll organization. Creates workflows and documents standard work processes related to product sustainability metrics and Compliance Map, ensuring accuracy and effectiveness. Functions as a power user of sustainability and stewardship databases (eg, Compliance Map, Ecomedes, Radix Tree), maintaining data integrity across platforms. Learns and navigates enterprise systems such as ERP and PLM to extract and manage relevant product and material data. Supports onboarding of suppliers and internal MillerKnoll users to sustainability platforms (eg, CMAP), providing guidance on data navigation and uploads. Conducts final analysis of sustainability data to identify compliance risks related to regulations, standards, and certifications. Prepares detailed research and analysis to support strategic sustainability initiatives, including reporting on metrics such as single-use plastics and carbon emissions reductions. Tracks invoices, monitors payment status, and maintains organized records to support budget planning and financial tracking. Supports Product Stewardship functions related to reporting and paying taxes for programs such as WEEE and bedding/upholstery recycling. Coordinates and assists with special projects, contributing to cross-functional collaboration and continuous improvement efforts. Communicates professionally with internal and external stakeholders to support departmental goals and sustainability data initiatives. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Skills and Abilities Excellent communication, interpersonal, and organizational skills, with the ability to convey technical information to audiences with varying levels of expertise. Strong technical aptitude and attention to detail; capable of managing complex datasets across multiple platforms and documenting workflows effectively. Proven ability to work independently, follow documented processes, and perform with minimal supervision while maintaining confidentiality and professionalism. Demonstrated analytical skills, including the ability to identify trends, interpret data, and write or review formal technical reports. Effective time management, multitasking, and process execution skills in a dynamic, evolving work environment. Proficient in office automation and communication tools used in the MillerKnoll environment. Customer service focused, adaptable to change, and committed to continuous improvement. Must be able to perform all essential functions of the position with or without accommodations.","analytical skills, continuous improvement, customer service, data analysis, environmental science, erp, office automation, plm, product management, sr. data analyst, supply chain, talent acquisition",https://www.naukri.com/job-listings-sustainability-data-analyst-millerknoll-bengaluru-2-to-7-years-280126500750,Bengaluru,2.0,Entry,9.0,"['product management', 'erp', 'office automation', 'plm', 'sr. data analyst', 'supply chain', 'data analysis', 'customer service', 'talent acquisition', 'environmental science', 'analytical skills', 'continuous improvement']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst (Predictive),Management Consulting,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2 - 4 years,12-15 Lacs P.A.,1 day ago,100+,"Data Analyst (Predictive) Management Consulting Posted by Mount Talent Consulting Timeseries (SARIMAX/Prophet))etc. At least one tool in each category Programming language - Python (Must have), (R Or SAS OR PySpark), SQL (Must have) Data Visualization (Tableau, QlikView, Power BI, Streamlit) , Data management (using Alteryx, MS Access, or any RDBMS) ML Deployment tools (Airflow, MLflow Luigi, Docker etc.) Big data technologies ( Hadoop ecosystem, Spark) Data warehouse solutions (Teradata, Azure SQL DW/Synapse, Redshift, BigQuery etc,) Version Control (Git/Github/Git Lab) MS Office (Excel, PowerPoint, Word) Coding IDE (VS Code/PyCharm) GenAI tools (OpenAI, Google PaLM/BERT, Hugging Face, etc.) Price optimization, promotion effectiveness, Product assortment optimization and sales force effectiveness, Personalization/Loyalty programs, Labor Optimization CLM and revenue enhancement (segmentation, cross-sell/up-sell, next product to buy, offer recommendation, loyalty, LTV maximization and churn prevention) Bachelor/Masters degree in a field linked to business analytics, statistics or economics, operations research, applied mathematics, computer science, engineering, or related field required; advanced degree preferred Demonstrated depth in one or more industries not limited to but including Retail, CPG, Heatlhcare, Telco etc","classification, clustering, data scientist, linear regression, machine learning algorithms, predictive modeling, python, random forest, regression, sr. artificial intelligence engineer, statistical modeling, xgboost",https://www.naukri.com/job-listings-data-analyst-predictive-mount-talent-consulting-bengaluru-2-to-4-years-020226923211,Hyderabad,2.0,Entry,12.0,"['classification', 'regression', 'linear regression', 'sr. artificial intelligence engineer', 'random forest', 'predictive modeling', 'machine learning algorithms', 'statistical modeling', 'xgboost', 'clustering', 'data scientist', 'python']",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Data Analyst,Consulting,Bangalore/Bengaluru,1 - 4 years,5-10 Lacs P.A.,1 day ago,100+,"Posted by Mount Talent Consulting Strong proficiency in statistics (concepts & methodologies like hypothesis testing, sampling, etc.) and its application & interpretation Timeseries (SARIMAX/Prophet))etc. At least one tool in each category Programming language - Python (Must have), (R Or SAS OR PySpark), SQL (Must have) Data Visualization (Tableau, QlikView, Power BI, Streamlit) , Data management (using Alteryx, MS Access, or any RDBMS) ML Deployment tools (Airflow, MLflow Luigi, Docker etc.) Big data technologies ( Hadoop ecosystem, Spark) Data warehouse solutions (Teradata, Azure SQL DW/Synapse, Redshift, BigQuery etc,) Version Control (Git/Github/Git Lab) MS Office (Excel, PowerPoint, Word) Coding IDE (VS Code/PyCharm) GenAI tools (OpenAI, Google PaLM/BERT, Hugging Face, etc.) Expertise in building analytical solutions and delivering tangible business value for clients (similar to the use cases below) Price optimization, promotion effectiveness, Product assortment optimization and sales force effectiveness, Personalization/Loyalty programs, Labor Optimization CLM and revenue enhancement (segmentation, cross-sell/up-sell, next product to buy, offer recommendation, loyalty, LTV maximization and churn prevention) Communicating with confidence and ease: You will be a clear and confident communicator, able to deliver messages in a concise manner with strong and effective written and verbal communication.","bengaluru, data analysis, machine learning, power bi developer, predicitve modelling, python, regression",https://www.naukri.com/job-listings-data-analyst-mount-talent-consulting-bengaluru-1-to-4-years-020226921834,Bengaluru,1.0,Entry,5.0,"['regression', 'bengaluru', 'predicitve modelling', 'machine learning', 'data analysis', 'power bi developer', 'python']",1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0
S&C GN-Data&AI-Resources- Analyst,Accenture,Bangalore/Bengaluru,4 - 8 years,4-7 Lacs P.A.,1 week ago,50+,"S&C GN-Data&AI-Resources- Analyst Roles and Responsibility Collaborate with cross-functional teams to design and implement data-driven solutions. Develop and maintain complex data models and algorithms to drive business growth. Analyze large datasets to identify trends and patterns, providing actionable insights. Design and implement AI-powered systems to automate processes and improve efficiency. Work closely with stakeholders to understand business requirements and develop tailored solutions. Stay up-to-date with industry trends and emerging technologies to continuously improve skills. Strong understanding of data structures, algorithms, and software design patterns. Excellent problem-solving skills and ability to analyze complex problems. Strong communication and collaboration skills are essential. Ability to work in a fast-paced environment and adapt to changing priorities. Strong attention to detail and ability to deliver high-quality results.","algorithms, artificial intelligence, data analysis, data structures, design patterns, machine learning, machine learning algorithms, predictive modeling, python, sas, software design, software design and development, sql, statistics",https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-270126926467,Bengaluru,4.0,Mid,4.0,"['design patterns', 'artificial intelligence', 'data structures', 'software design and development', 'statistics', 'sas', 'predictive modeling', 'machine learning algorithms', 'machine learning', 'data analysis', 'algorithms', 'software design', 'sql', 'python']",1,1,1,0,0,0,1,1,0,0,0,1,2,0,2,0
